Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2015-06-28 13:14,AUDL,Vs New York,92,D,0,1,Defense,Pull,,,Ng S,3.88,Allan R,Ng S,Eskin Z,Lambor E,OConne J,Seyler J,Allen T,,,,,,,,,,,,,,,,,,,,,,0
2015-06-28 13:14,AUDL,Vs New York,92,D,0,1,Defense,D,,,Anonymous,,Allan R,Ng S,Eskin Z,Lambor E,OConne J,Seyler J,Allen T,,,,,,,,,,,,,,,,,,,,,,21
2015-06-28 13:14,AUDL,Vs New York,92,D,0,1,Offense,Catch,Anonymous,Anonymous,,,Allan R,Ng S,Eskin Z,Lambor E,OConne J,Seyler J,Allen T,,,,,,,,,,,,,,,,,,,,,,31
2015-06-28 13:14,AUDL,Vs New York,92,D,0,1,Offense,Catch,Anonymous,Lambor E,,,Allan R,Ng S,Eskin Z,Lambor E,OConne J,Seyler J,Allen T,,,,,,,,,,,,,,,,,,,,,,48
2015-06-28 13:14,AUDL,Vs New York,92,D,0,1,Offense,Drop,Lambor E,Seyler J,,,Allan R,Ng S,Eskin Z,Lambor E,OConne J,Seyler J,Allen T,,,,,,,,,,,,,,,,,,,,,,53
2015-06-28 13:14,AUDL,Vs New York,92,D,0,1,Defense,Goal,,,Anonymous,,Allan R,Ng S,Eskin Z,Lambor E,OConne J,Seyler J,Allen T,,,,,,,,,,,,,,,,,,,,,,90
2015-06-28 13:14,AUDL,Vs New York,169,O,0,2,Offense,Catch,Forste R,Allen T,,,Peck E,Forste R,Harrit C,Magerr B,Sisto J,Allen T,Willia B,,,,,,,,,,,,,,,,,,,,,,149
2015-06-28 13:14,AUDL,Vs New York,169,O,0,2,Offense,Catch,Allen T,Willia B,,,Peck E,Forste R,Harrit C,Magerr B,Sisto J,Allen T,Willia B,,,,,,,,,,,,,,,,,,,,,,158
2015-06-28 13:14,AUDL,Vs New York,169,O,0,2,Offense,Drop,Willia B,Magerr B,,,Peck E,Forste R,Harrit C,Magerr B,Sisto J,Allen T,Willia B,,,,,,,,,,,,,,,,,,,,,,161
2015-06-28 13:14,AUDL,Vs New York,169,O,0,2,Defense,Throwaway,,,Anonymous,,Peck E,Forste R,Harrit C,Magerr B,Sisto J,Allen T,Willia B,,,,,,,,,,,,,,,,,,,,,,231
2015-06-28 13:14,AUDL,Vs New York,169,O,0,2,Offense,Catch,Allen T,Magerr B,,,Peck E,Forste R,Harrit C,Magerr B,Sisto J,Allen T,Willia B,,,,,,,,,,,,,,,,,,,,,,251
2015-06-28 13:14,AUDL,Vs New York,169,O,0,2,Offense,Catch,Magerr B,Peck E,,,Peck E,Forste R,Harrit C,Magerr B,Sisto J,Allen T,Willia B,,,,,,,,,,,,,,,,,,,,,,254
2015-06-28 13:14,AUDL,Vs New York,169,O,0,2,Offense,Catch,Peck E,Sisto J,,,Peck E,Forste R,Harrit C,Magerr B,Sisto J,Allen T,Willia B,,,,,,,,,,,,,,,,,,,,,,259
2015-06-28 13:14,AUDL,Vs New York,169,O,0,2,Offense,Drop,Sisto J,Willia B,,,Peck E,Forste R,Harrit C,Magerr B,Sisto J,Allen T,Willia B,,,,,,,,,,,,,,,,,,,,,,268
