Year,Name,Opponent,Goals,GoalsAgainst,Throws,Catches,Turnovers,Forced_Turns,AvgHangTime,AvgThrowsPerScore,CompletionPct,ThrowingPct,CatchingPct,Win
2015,pittsburgh_thunderbirds,detroit_mechanix,44,20,252,208,25,19,5.856454545454545,5.7272727272727275,0.8253968253968254,0.9130434782608695,0.9952153110047847,1
2015,pittsburgh_thunderbirds,chicago_wildfire,27,26,273,217,44,12,5.298566666666667,10.11111111111111,0.7948717948717948,0.883495145631068,0.9644444444444444,1
2015,pittsburgh_thunderbirds,detroit_mechanix,42,16,258,204,30,24,5.673972972972972,6.142857142857143,0.7906976744186046,0.9084507042253521,0.9807692307692307,1
2015,pittsburgh_thunderbirds,minnesota_wind_chill,28,22,293,245,32,16,6.141071428571429,10.464285714285714,0.8361774744027304,0.9071207430340558,0.9919028340080972,1
2015,pittsburgh_thunderbirds,madison_radicals,26,22,372,338,26,8,4.827074074074074,14.307692307692308,0.9086021505376344,0.9393939393939394,0.9941176470588236,1
2015,pittsburgh_thunderbirds,madison_radicals,18,24,356,301,40,15,5.8664444444444435,19.77777777777778,0.8455056179775281,0.9035532994923858,0.9933993399339934,0
2015,pittsburgh_thunderbirds,madison_radicals,21,24,311,262,37,12,5.8906086956521735,14.80952380952381,0.842443729903537,0.9093567251461988,0.9776119402985075,0
2015,pittsburgh_thunderbirds,indianapolis_alleycats,28,20,268,222,34,12,4.990615384615385,9.571428571428571,0.8283582089552238,0.8993288590604027,0.9823008849557522,1
2015,pittsburgh_thunderbirds,minnesota_wind_chill,30,17,218,150,48,20,3.9422,7.266666666666667,0.6880733944954128,0.8449612403100775,0.9493670886075949,1
2015,pittsburgh_thunderbirds,detroit_mechanix,34,21,295,239,36,20,5.476875,8.676470588235293,0.8101694915254237,0.9049079754601227,0.9795081967213115,1
2015,pittsburgh_thunderbirds,indianapolis_alleycats,29,25,363,326,30,7,5.474857142857144,12.517241379310345,0.8980716253443526,0.9331619537275064,0.9878787878787879,1
2015,pittsburgh_thunderbirds,chicago_wildfire,24,23,279,224,46,9,5.371217391304348,11.625,0.8028673835125448,0.8691588785046729,0.9824561403508771,1
2015,pittsburgh_thunderbirds,cincinnati_revolution,25,19,335,281,37,17,6.277615384615386,13.4,0.8388059701492537,0.9128065395095368,0.9825174825174825,1
2015,pittsburgh_thunderbirds,cincinnati_revolution,33,27,326,279,38,9,5.716242424242424,9.878787878787879,0.8558282208588958,0.9080779944289693,0.9823943661971831,1
2015,pittsburgh_thunderbirds,cincinnati_revolution,30,16,223,174,37,12,5.568,7.433333333333334,0.7802690582959642,0.867704280155642,0.9830508474576272,1
2015,pittsburgh_thunderbirds,chicago_wildfire,16,19,207,157,37,13,5.277588235294117,12.9375,0.7584541062801933,0.8734177215189873,0.9573170731707317,0
2015,dc_breeze,philadelphia_phoenix,27,12,295,236,43,16,5.044666666666667,10.925925925925926,0.8,0.8805970149253731,0.9874476987447699,1
2015,dc_breeze,ottawa_outlaws,23,19,271,223,38,10,6.3628125,11.782608695652174,0.8228782287822878,0.8885245901639345,0.9823788546255506,1
2015,dc_breeze,new_york_empire,7,8,115,80,24,11,4.465,16.428571428571427,0.6956521739130435,0.8518518518518519,0.9523809523809523,0
2015,dc_breeze,rochester_dragons,27,19,220,165,43,12,5.184310344827585,8.148148148148149,0.75,0.8365019011406845,1.0,1
2015,dc_breeze,philadelphia_phoenix,26,20,245,192,36,17,4.834777777777777,9.423076923076923,0.7836734693877551,0.8876811594202898,0.9746192893401016,1
2015,dc_breeze,toronto_rush,17,36,187,137,45,5,5.9887500000000005,11.0,0.732620320855615,0.85,0.9194630872483222,0
2015,dc_breeze,montreal_royals,21,25,330,259,54,17,5.832349999999999,15.714285714285714,0.7848484848484848,0.868421052631579,0.9847908745247148,0
2015,dc_breeze,new_york_empire,13,21,246,164,67,15,4.682599999999999,18.923076923076923,0.6666666666666666,0.8118811881188119,0.9425287356321839,0
2015,dc_breeze,new_york__empire,18,22,322,273,36,13,6.852736842105263,17.88888888888889,0.8478260869565217,0.9070422535211268,0.9891304347826086,0
2015,dc_breeze,philadelphia_phoenix,30,29,319,268,39,12,6.106217391304348,10.633333333333333,0.8401253918495298,0.8960674157303371,0.9925925925925926,1
2015,dc_breeze,rochester_dragons,26,25,315,269,29,17,5.744120000000001,12.115384615384615,0.8539682539682539,0.9183673469387755,0.9962962962962963,1
2015,dc_breeze,montreal_royals,20,21,285,229,43,13,6.337538461538461,14.25,0.8035087719298246,0.8850931677018633,0.9744680851063829,0
2015,dc_breeze,ottawa_outlaws,26,25,212,178,23,11,3.2117692307692307,8.153846153846153,0.839622641509434,0.9098712446351931,0.9888888888888889,1
2015,dc_breeze,toronto_rush,21,33,269,223,35,11,5.302095238095238,12.80952380952381,0.828996282527881,0.8996655518394648,0.9780701754385965,0
2015,cincinnati_revolution,pittsburgh_thunderbirds,27,33,332,285,34,13,5.90593103448276,12.296296296296296,0.858433734939759,0.9196675900277008,0.9827586206896551,0
