Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2019-05-19 13:01,AUDL,Tampa Bay Cannons,15,O,1,0,Offense,Catch,Anonymous,MArmour,,,DSmith,COlson,ACoffin,KMarshal,CWilder,HFuruta,BMalecek,,,,,,,,,,,,,,,,,,,,,,0
2019-05-19 13:01,AUDL,Tampa Bay Cannons,15,O,1,0,Offense,Catch,Anonymous,HFuruta,,,DSmith,COlson,ACoffin,KMarshal,CWilder,HFuruta,BMalecek,,,,,,,,,,,,,,,,,,,,,,9
2019-05-19 13:01,AUDL,Tampa Bay Cannons,15,O,1,0,Offense,Goal,HFuruta,DSmith,,,DSmith,COlson,ACoffin,KMarshal,CWilder,HFuruta,BMalecek,,,,,,,,,,,,,,,,,,,,,,13
2019-05-19 13:01,AUDL,Tampa Bay Cannons,26,D,2,0,Defense,Pull,,,DEmmons,5.799,GMiller,DEmmons,BRogers,ZMarbach,AGambert,ABrouwer,KMaurer,,,,,,,,,,,,,,,,,,,,,,133
2019-05-19 13:01,AUDL,Tampa Bay Cannons,26,D,2,0,Defense,D,,,GMiller,,GMiller,DEmmons,BRogers,ZMarbach,AGambert,ABrouwer,KMaurer,,,,,,,,,,,,,,,,,,,,,,137
2019-05-19 13:01,AUDL,Tampa Bay Cannons,26,D,2,0,Offense,Catch,ABrouwer,KMaurer,,,GMiller,DEmmons,BRogers,ZMarbach,AGambert,ABrouwer,KMaurer,,,,,,,,,,,,,,,,,,,,,,141
2019-05-19 13:01,AUDL,Tampa Bay Cannons,26,D,2,0,Offense,Catch,KMaurer,ZMarbach,,,GMiller,DEmmons,BRogers,ZMarbach,AGambert,ABrouwer,KMaurer,,,,,,,,,,,,,,,,,,,,,,145
2019-05-19 13:01,AUDL,Tampa Bay Cannons,26,D,2,0,Offense,Catch,ZMarbach,AGambert,,,GMiller,DEmmons,BRogers,ZMarbach,AGambert,ABrouwer,KMaurer,,,,,,,,,,,,,,,,,,,,,,149
2019-05-19 13:01,AUDL,Tampa Bay Cannons,26,D,2,0,Offense,Catch,AGambert,KMaurer,,,GMiller,DEmmons,BRogers,ZMarbach,AGambert,ABrouwer,KMaurer,,,,,,,,,,,,,,,,,,,,,,153
2019-05-19 13:01,AUDL,Tampa Bay Cannons,26,D,2,0,Offense,Goal,KMaurer,ZMarbach,,,GMiller,DEmmons,BRogers,ZMarbach,AGambert,ABrouwer,KMaurer,,,,,,,,,,,,,,,,,,,,,,157
2019-05-19 13:01,AUDL,Tampa Bay Cannons,2,D,2,1,Defense,Pull,,,DLarberg,6.927,DSmith,DLarberg,WMiaw,BLewis,MArmour,JClutton,,,,,,,,,,,,,,,,,,,,,,,261
2019-05-19 13:01,AUDL,Tampa Bay Cannons,2,D,2,1,Defense,Throwaway,,,Anonymous,,DSmith,DLarberg,WMiaw,BLewis,MArmour,JClutton,,,,,,,,,,,,,,,,,,,,,,,265
2019-05-19 13:01,AUDL,Tampa Bay Cannons,2,D,2,1,Offense,Throwaway,DSmith,Anonymous,,,DSmith,DLarberg,WMiaw,BLewis,MArmour,JClutton,,,,,,,,,,,,,,,,,,,,,,,269
2019-05-19 13:01,AUDL,Tampa Bay Cannons,2,D,2,1,Defense,Goal,,,Anonymous,,DSmith,DLarberg,WMiaw,BLewis,MArmour,JClutton,,,,,,,,,,,,,,,,,,,,,,,261
2019-05-19 13:01,AUDL,Tampa Bay Cannons,187,O,3,1,Offense,Catch,HFuruta,BMalecek,,,DSmith,COlson,ACoffin,KMarshal,CWilder,HFuruta,BMalecek,,,,,,,,,,,,,,,,,,,,,,260
2019-05-19 13:01,AUDL,Tampa Bay Cannons,187,O,3,1,Offense,Catch,BMalecek,DSmith,,,DSmith,COlson,ACoffin,KMarshal,CWilder,HFuruta,BMalecek,,,,,,,,,,,,,,,,,,,,,,389
2019-05-19 13:01,AUDL,Tampa Bay Cannons,187,O,3,1,Offense,Catch,DSmith,BMalecek,,,DSmith,COlson,ACoffin,KMarshal,CWilder,HFuruta,BMalecek,,,,,,,,,,,,,,,,,,,,,,393
2019-05-19 13:01,AUDL,Tampa Bay Cannons,187,O,3,1,Offense,Catch,BMalecek,HFuruta,,,DSmith,COlson,ACoffin,KMarshal,CWilder,HFuruta,BMalecek,,,,,,,,,,,,,,,,,,,,,,397
2019-05-19 13:01,AUDL,Tampa Bay Cannons,187,O,3,1,Offense,Catch,HFuruta,BMalecek,,,DSmith,COlson,ACoffin,KMarshal,CWilder,HFuruta,BMalecek,,,,,,,,,,,,,,,,,,,,,,401
2019-05-19 13:01,AUDL,Tampa Bay Cannons,187,O,3,1,Offense,Catch,BMalecek,DSmith,,,DSmith,COlson,ACoffin,KMarshal,CWilder,HFuruta,BMalecek,,,,,,,,,,,,,,,,,,,,,,405
2019-05-19 13:01,AUDL,Tampa Bay Cannons,187,O,3,1,Offense,Catch,DSmith,BMalecek,,,DSmith,COlson,ACoffin,KMarshal,CWilder,HFuruta,BMalecek,,,,,,,,,,,,,,,,,,,,,,409
