Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2019-04-20 16:07,,Dc Breeze,88,O,0,1,Offense,Catch,Fortin,Weaver,,,Mehta,Weaver,Fortin,Trey,Mott,Peck,Sickles,,,,,,,,,,,,,,,,,,,,,,0
2019-04-20 16:07,,Dc Breeze,88,O,0,1,Offense,Catch,Weaver,Fortin,,,Mehta,Weaver,Fortin,Trey,Mott,Peck,Sickles,,,,,,,,,,,,,,,,,,,,,,8
2019-04-20 16:07,,Dc Breeze,88,O,0,1,Offense,Catch,Fortin,Weaver,,,Mehta,Weaver,Fortin,Trey,Mott,Peck,Sickles,,,,,,,,,,,,,,,,,,,,,,12
2019-04-20 16:07,,Dc Breeze,88,O,0,1,Offense,Catch,Weaver,Fortin,,,Mehta,Weaver,Fortin,Trey,Mott,Peck,Sickles,,,,,,,,,,,,,,,,,,,,,,16
2019-04-20 16:07,,Dc Breeze,88,O,0,1,Offense,Catch,Fortin,Mehta,,,Mehta,Weaver,Fortin,Trey,Mott,Peck,Sickles,,,,,,,,,,,,,,,,,,,,,,50
2019-04-20 16:07,,Dc Breeze,88,O,0,1,Offense,Catch,Mehta,Sickles,,,Mehta,Weaver,Fortin,Trey,Mott,Peck,Sickles,,,,,,,,,,,,,,,,,,,,,,55
2019-04-20 16:07,,Dc Breeze,88,O,0,1,Offense,Catch,Sickles,Mehta,,,Mehta,Weaver,Fortin,Trey,Mott,Peck,Sickles,,,,,,,,,,,,,,,,,,,,,,59
2019-04-20 16:07,,Dc Breeze,88,O,0,1,Offense,Catch,Mehta,Trey,,,Mehta,Weaver,Fortin,Trey,Mott,Peck,Sickles,,,,,,,,,,,,,,,,,,,,,,63
2019-04-20 16:07,,Dc Breeze,88,O,0,1,Offense,Catch,Trey,Weaver,,,Mehta,Weaver,Fortin,Trey,Mott,Peck,Sickles,,,,,,,,,,,,,,,,,,,,,,67
2019-04-20 16:07,,Dc Breeze,88,O,0,1,Offense,Throwaway,Weaver,Anonymous,,,Mehta,Weaver,Fortin,Trey,Mott,Peck,Sickles,,,,,,,,,,,,,,,,,,,,,,71
