Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2016-05-28 20:05,,Raleigh Flyers,42,O,1,0,Offense,Catch,Poulos S,Sullivan,,,Gibson C,Carleton,Conklin,Poulos S,Freystae,Sullivan,Catron T,,,,,,,,,,,,,,,,,,,,,,0
2016-05-28 20:05,,Raleigh Flyers,42,O,1,0,Offense,Catch,Sullivan,Carleton,,,Gibson C,Carleton,Conklin,Poulos S,Freystae,Sullivan,Catron T,,,,,,,,,,,,,,,,,,,,,,9
2016-05-28 20:05,,Raleigh Flyers,42,O,1,0,Offense,Catch,Carleton,Sullivan,,,Gibson C,Carleton,Conklin,Poulos S,Freystae,Sullivan,Catron T,,,,,,,,,,,,,,,,,,,,,,13
2016-05-28 20:05,,Raleigh Flyers,42,O,1,0,Offense,Catch,Sullivan,Gibson C,,,Gibson C,Carleton,Conklin,Poulos S,Freystae,Sullivan,Catron T,,,,,,,,,,,,,,,,,,,,,,17
2016-05-28 20:05,,Raleigh Flyers,42,O,1,0,Offense,Catch,Gibson C,Poulos S,,,Gibson C,Carleton,Conklin,Poulos S,Freystae,Sullivan,Catron T,,,,,,,,,,,,,,,,,,,,,,20
2016-05-28 20:05,,Raleigh Flyers,42,O,1,0,Offense,Catch,Poulos S,Gibson C,,,Gibson C,Carleton,Conklin,Poulos S,Freystae,Sullivan,Catron T,,,,,,,,,,,,,,,,,,,,,,25
2016-05-28 20:05,,Raleigh Flyers,42,O,1,0,Offense,Catch,Gibson C,Conklin,,,Gibson C,Carleton,Conklin,Poulos S,Freystae,Sullivan,Catron T,,,,,,,,,,,,,,,,,,,,,,28
2016-05-28 20:05,,Raleigh Flyers,42,O,1,0,Offense,Catch,Conklin,Poulos S,,,Gibson C,Carleton,Conklin,Poulos S,Freystae,Sullivan,Catron T,,,,,,,,,,,,,,,,,,,,,,32
2016-05-28 20:05,,Raleigh Flyers,42,O,1,0,Offense,Catch,Poulos S,Freystae,,,Gibson C,Carleton,Conklin,Poulos S,Freystae,Sullivan,Catron T,,,,,,,,,,,,,,,,,,,,,,36
2016-05-28 20:05,,Raleigh Flyers,42,O,1,0,Offense,Goal,Freystae,Sullivan,,,Gibson C,Carleton,Conklin,Poulos S,Freystae,Sullivan,Catron T,,,,,,,,,,,,,,,,,,,,,,40
