Year,Name,Opponent,Goals,GoalsAgainst,Throws,Catches,Turnovers,Forced_Turns,AvgHangTime,AvgThrowsPerScore,CompletionPct,ThrowingPct,CatchingPct,Win
2016,pittsburgh_thunderbirds,minnesota_windchill,20,18,269,217,34,18,4.7585999999999995,13.45,0.8066914498141264,0.893687707641196,0.9908675799086758,1
2016,pittsburgh_thunderbirds,detroit_mechanix,26,16,304,256,34,14,5.205125000000001,11.692307692307692,0.8421052631578947,0.9047619047619048,0.9922480620155039,1
2016,pittsburgh_thunderbirds,madison_radicals,16,20,305,245,49,11,6.0655294117647065,19.0625,0.8032786885245902,0.8739255014326648,0.98,0
2016,pittsburgh_thunderbirds,minnesota_windchill,29,21,315,268,32,15,5.163035714285715,10.862068965517242,0.8507936507936508,0.9237536656891495,0.9781021897810219,1
2016,pittsburgh_thunderbirds,indianapolis_alleycats,25,29,317,272,40,5,4.856653846153846,12.68,0.8580441640378549,0.8980169971671388,0.9855072463768116,0
2016,pittsburgh_thunderbirds,chicago_wildfire,26,22,285,233,39,13,5.1595555555555555,10.961538461538462,0.8175438596491228,0.8934169278996865,0.9789915966386554,1
2016,pittsburgh_thunderbirds,cincinnati_revolution,31,14,284,233,28,23,6.344925925925927,9.161290322580646,0.8204225352112676,0.919093851132686,0.9872881355932204,1
2016,pittsburgh_thunderbirds,chicago_wildfire,24,23,254,204,36,14,5.248230769230769,10.583333333333334,0.8031496062992126,0.8850174216027874,0.9855072463768116,1
2016,pittsburgh_thunderbirds,madison_radicals,16,23,370,312,46,12,6.217666666666667,23.125,0.8432432432432433,0.9068627450980392,0.975,0
2016,pittsburgh_thunderbirds,madison_radcals,18,22,359,307,43,9,4.2041,19.944444444444443,0.8551532033426184,0.8975,0.9935275080906149,0
2016,pittsburgh_thunderbirds,cincinatti_revolution,25,16,252,194,36,22,5.345631578947369,10.08,0.7698412698412699,0.8936170212765957,0.97,1
2016,pittsburgh_thunderbirds,minnesota_windchill,27,24,282,207,54,21,5.121703703703703,10.444444444444445,0.7340425531914894,0.8468468468468469,0.9857142857142858,1
2016,pittsburgh_thunderbirds,detroit_mechanix,25,16,279,224,33,22,5.451,11.16,0.8028673835125448,0.9087947882736156,0.9781659388646288,1
2016,pittsburgh_thunderbirds,detroit_mechanix,31,13,221,151,44,26,6.383906250000001,7.129032258064516,0.6832579185520362,0.8532818532818532,0.9617834394904459,1
2016,pittsburgh_thunderbirds,indianapolis_alleycats,31,26,319,277,29,13,6.302161290322581,10.290322580645162,0.8683385579937304,0.9193083573487032,0.9964028776978417,1
2016,pittsburgh_thunderbirds,indianapolis_alleycats,23,31,258,208,41,9,5.547818181818181,11.217391304347826,0.8062015503875969,0.8716216216216216,0.985781990521327,0
2016,dallas_roughnecks,austin_sol,30,18,295,249,28,18,5.483695652173914,9.833333333333334,0.8440677966101695,0.921875,0.9880952380952381,1
2016,dallas_roughnecks,nashville_nightwatch,33,15,253,198,37,18,6.2177999999999995,7.666666666666667,0.782608695652174,0.8754325259515571,0.9949748743718593,1
2016,dallas_roughnecks,atlanta_hustle,28,21,45,1,36,8,5.130043478260871,1.6071428571428572,0.022222222222222223,0.5844155844155844,0.2,1
2016,dallas_roughnecks,jacksonville_cannons,27,21,259,221,21,17,6.299296296296296,9.592592592592593,0.8532818532818532,0.9350180505415162,0.9866071428571429,1
2016,dallas_roughnecks,austin_sol,26,22,276,208,48,20,5.784388888888888,10.615384615384615,0.7536231884057971,0.8679245283018868,0.9719626168224299,1
2016,dallas_roughnecks,jacksonville_cannons,32,17,242,178,42,22,6.865869565217392,7.5625,0.7355371900826446,0.8673835125448028,0.9726775956284153,1
2016,dallas_roughnecks,raleigh_flyers,27,22,278,224,33,21,5.543833333333334,10.296296296296296,0.8057553956834532,0.9114754098360656,0.9739130434782609,1
2016,dallas_roughnecks,nashville_nightwatch,34,23,267,226,27,14,5.807625000000001,7.852941176470588,0.846441947565543,0.9175257731958762,0.9868995633187773,1
2016,dallas_roughnecks,austin_sol,29,18,303,240,42,21,6.012444444444444,10.448275862068966,0.7920792079207921,0.8964497041420119,0.97165991902834,1
2016,dallas_roughnecks,atlanta_hustle,31,21,343,296,30,17,6.314923076923076,11.064516129032258,0.8629737609329446,0.9245283018867925,0.9932885906040269,1
2016,dallas_roughnecks,toronto_rush,27,20,323,269,39,15,4.974500000000001,11.962962962962964,0.8328173374613003,0.8997214484679665,0.9889705882352942,1
2016,dallas_roughnecks,austin_sol,24,16,238,163,51,24,5.0732,9.916666666666666,0.6848739495798319,0.8409893992932862,0.9644970414201184,1
2016,dallas_roughnecks,charlotte_express,28,18,338,280,43,15,6.411695652173913,12.071428571428571,0.8284023668639053,0.898936170212766,0.9824561403508771,1
