Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,A Genest,Felix D,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,0
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,Felix D,Max Guy,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,8
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,Max Guy,Brochu,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,12
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,Brochu,A Genest,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,15
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,A Genest,Brochu,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,19
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,Brochu,Felix D,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,22
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,Felix D,Brochu,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,25
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,Brochu,Felix D,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,28
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,Felix D,André A,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,32
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,André A,A Genest,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,36
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Catch,A Genest,Felix D,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,40
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Drop,Felix D,Ayotte,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,45
2016-05-22 13:46,,DC Breeze,168,O,0,1,Defense,Throwaway,,,Anonymous,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,55
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Throwaway,A Genest,Anonymous,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,79
2016-05-22 13:46,,DC Breeze,168,O,0,1,Defense,D,,,Nemours,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,138
2016-05-22 13:46,,DC Breeze,168,O,0,1,Offense,Drop,Brochu,Max Guy,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,155
2016-05-22 13:46,,DC Breeze,168,O,0,1,Defense,Goal,,,Anonymous,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,166
2016-05-22 13:46,,DC Breeze,83,O,0,2,Offense,Catch,St-Denis,Phil T,,,Phil T,Fred P,Riopel,St-Denis,Goderre,Bariteau,Shawn T,,,,,,,,,,,,,,,,,,,,,,224
2016-05-22 13:46,,DC Breeze,83,O,0,2,Offense,Catch,Phil T,Goderre,,,Phil T,Fred P,Riopel,St-Denis,Goderre,Bariteau,Shawn T,,,,,,,,,,,,,,,,,,,,,,234
2016-05-22 13:46,,DC Breeze,83,O,0,2,Offense,Catch,Goderre,St-Denis,,,Phil T,Fred P,Riopel,St-Denis,Goderre,Bariteau,Shawn T,,,,,,,,,,,,,,,,,,,,,,237
2016-05-22 13:46,,DC Breeze,83,O,0,2,Offense,Catch,St-Denis,Fred P,,,Phil T,Fred P,Riopel,St-Denis,Goderre,Bariteau,Shawn T,,,,,,,,,,,,,,,,,,,,,,242
2016-05-22 13:46,,DC Breeze,83,O,0,2,Offense,Catch,Fred P,Bariteau,,,Phil T,Fred P,Riopel,St-Denis,Goderre,Bariteau,Shawn T,,,,,,,,,,,,,,,,,,,,,,245
2016-05-22 13:46,,DC Breeze,83,O,0,2,Offense,Catch,Bariteau,Shawn T,,,Phil T,Fred P,Riopel,St-Denis,Goderre,Bariteau,Shawn T,,,,,,,,,,,,,,,,,,,,,,249
2016-05-22 13:46,,DC Breeze,83,O,0,2,Offense,Catch,Shawn T,Goderre,,,Phil T,Fred P,Riopel,St-Denis,Goderre,Bariteau,Shawn T,,,,,,,,,,,,,,,,,,,,,,252
2016-05-22 13:46,,DC Breeze,83,O,0,2,Offense,Catch,Goderre,Phil T,,,Phil T,Fred P,Riopel,St-Denis,Goderre,Bariteau,Shawn T,,,,,,,,,,,,,,,,,,,,,,255
2016-05-22 13:46,,DC Breeze,83,O,0,2,Offense,Throwaway,Phil T,Anonymous,,,Phil T,Fred P,Riopel,St-Denis,Goderre,Bariteau,Shawn T,,,,,,,,,,,,,,,,,,,,,,273
2016-05-22 13:46,,DC Breeze,83,O,0,2,Defense,Goal,,,Anonymous,,Phil T,Fred P,Riopel,St-Denis,Goderre,Bariteau,Shawn T,,,,,,,,,,,,,,,,,,,,,,305
2016-05-22 13:46,,DC Breeze,79,O,1,2,Offense,Catch,A Genest,Felix D,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,437
2016-05-22 13:46,,DC Breeze,79,O,1,2,Offense,Catch,Felix D,A Genest,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,445
2016-05-22 13:46,,DC Breeze,79,O,1,2,Offense,Throwaway,A Genest,Anonymous,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,450
2016-05-22 13:46,,DC Breeze,79,O,1,2,Defense,Throwaway,,,Anonymous,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,461
2016-05-22 13:46,,DC Breeze,79,O,1,2,Offense,Catch,Brochu,A Genest,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,472
2016-05-22 13:46,,DC Breeze,79,O,1,2,Offense,Catch,A Genest,Nemours,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,476
2016-05-22 13:46,,DC Breeze,79,O,1,2,Offense,Catch,Nemours,Felix D,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,480
2016-05-22 13:46,,DC Breeze,79,O,1,2,Offense,Catch,Felix D,Brochu,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,484
2016-05-22 13:46,,DC Breeze,79,O,1,2,Offense,Catch,Brochu,A Genest,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,491
2016-05-22 13:46,,DC Breeze,79,O,1,2,Offense,Catch,A Genest,Ayotte,,,Felix D,Ayotte,A Genest,Brochu,André A,Nemours,Max Guy,,,,,,,,,,,,,,,,,,,,,,496
