Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2014-05-03 12:03,,Detroit,144,D,0,1,Defense,Pull,,,Dan W,2.837,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,0
2014-05-03 12:03,,Detroit,144,D,0,1,Defense,D,,,Dane O,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,17
2014-05-03 12:03,,Detroit,144,D,0,1,Offense,Catch,Dane O,Dan W,,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,22
2014-05-03 12:03,,Detroit,144,D,0,1,Offense,Drop,Dan W,Cullen G,,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,26
2014-05-03 12:03,,Detroit,144,D,0,1,Defense,D,,,Walden N,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,30
2014-05-03 12:03,,Detroit,144,D,0,1,Offense,Throwaway,Dan W,Anonymous,,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,35
2014-05-03 12:03,,Detroit,144,D,0,1,Defense,Throwaway,,,Anonymous,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,59
2014-05-03 12:03,,Detroit,144,D,0,1,Offense,Throwaway,Dane O,Anonymous,,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,81
2014-05-03 12:03,,Detroit,144,D,0,1,Defense,Throwaway,,,Anonymous,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,92
2014-05-03 12:03,,Detroit,144,D,0,1,Offense,Catch,Dan W,Greg S,,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,115
2014-05-03 12:03,,Detroit,144,D,0,1,Offense,Catch,Greg S,Dane O,,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,119
2014-05-03 12:03,,Detroit,144,D,0,1,Offense,Catch,Dane O,Stepha M,,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,123
2014-05-03 12:03,,Detroit,144,D,0,1,Offense,Drop,Stepha M,Greg S,,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,127
2014-05-03 12:03,,Detroit,144,D,0,1,Defense,Goal,,,Anonymous,,Dane O,Dan W,Cullen G,Walden N,Stepha M,Sheehan,Greg S,,,,,,,,,,,,,,,,,,,,,,142
2014-05-03 12:03,,Detroit,48,O,1,1,Offense,Catch,Ron K,Bob L,,,Taylor K,Bob L,Goose H,Brett K,Geoff S,Ron K,Aj Nelso,,,,,,,,,,,,,,,,,,,,,,198
