Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2018-06-30 19:03,AUDL,Dallas Roughnecks,36,O,4,3,Defense,Throwaway,,,Anonymous,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,682
2018-06-30 19:03,AUDL,Dallas Roughnecks,36,O,4,3,Offense,Goal,RPurcell,M Cook,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,688
2018-06-30 19:03,AUDL,Dallas Roughnecks,17,D,4,4,Defense,Pull,,,C Cunnin,1.619,J Zdrodo,VRenshaw,M Walter,J Cecil,C Cunnin,C Grimm,C Vargas,,,,,,,,,,,,,,,,,,,,,,735
2018-06-30 19:03,AUDL,Dallas Roughnecks,17,D,4,4,Defense,Goal,,,Anonymous,,J Zdrodo,VRenshaw,M Walter,J Cecil,C Cunnin,C Grimm,C Vargas,,,,,,,,,,,,,,,,,,,,,,750
2018-06-30 19:03,AUDL,Dallas Roughnecks,202,O,4,5,Offense,Throwaway,JLoskorn,Anonymous,,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,807
2018-06-30 19:03,AUDL,Dallas Roughnecks,202,O,4,5,Defense,D,,,C Cunnin,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,863
2018-06-30 19:03,AUDL,Dallas Roughnecks,202,O,4,5,Offense,Catch,M Cook,JLoskorn,,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,870
2018-06-30 19:03,AUDL,Dallas Roughnecks,202,O,4,5,Offense,Throwaway,JLoskorn,Anonymous,,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,874
2018-06-30 19:03,AUDL,Dallas Roughnecks,202,O,4,5,Defense,Goal,,,Anonymous,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,1007
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,5,Offense,Catch,JLoskorn,M Cook,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1064
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,5,Offense,Catch,M Cook,C Cunnin,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1072
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,5,Offense,Catch,C Cunnin,K Henke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1075
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,5,Offense,Catch,K Henke,P Starke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1080
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,5,Offense,Catch,P Starke,A Walch,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1084
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,5,Offense,Catch,A Walch,P Starke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1088
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,5,Offense,Catch,P Starke,JLoskorn,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1092
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,5,Offense,Catch,JLoskorn,M Cook,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1095
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,5,Offense,Catch,M Cook,K Henke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1104
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,5,Offense,Goal,K Henke,C Cunnin,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1108
2018-06-30 19:03,AUDL,Dallas Roughnecks,10,D,5,6,Defense,Pull,,,MaBennet,7.04,R Lewis,M Walter,D Richar,EPollack,J Wolfe,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,1181
2018-06-30 19:03,AUDL,Dallas Roughnecks,10,D,5,6,Defense,Goal,,,Anonymous,,R Lewis,M Walter,D Richar,EPollack,J Wolfe,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,1189
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Catch,RPurcell,JLoskorn,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1242
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Catch,JLoskorn,C Cunnin,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1251
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Catch,C Cunnin,JLoskorn,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1257
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Catch,JLoskorn,C Cunnin,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1260
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Catch,C Cunnin,JLoskorn,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1300
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Catch,JLoskorn,C Cunnin,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1304
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Throwaway,C Cunnin,Anonymous,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1315
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Defense,D,,,P Starke,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1355
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Catch,RPurcell,M Cook,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1368
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Catch,M Cook,P Starke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1374
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Catch,P Starke,C Cunnin,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1378
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Offense,Throwaway,C Cunnin,Anonymous,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1382
2018-06-30 19:03,AUDL,Dallas Roughnecks,163,O,5,7,Defense,Goal,,,Anonymous,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1403
2018-06-30 19:03,AUDL,Dallas Roughnecks,54,O,5,8,Offense,Throwaway,MaBennet,Anonymous,,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,1466
2018-06-30 19:03,AUDL,Dallas Roughnecks,54,O,5,8,Defense,Goal,,,Anonymous,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,1518
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,8,Offense,Catch,M Cook,JLoskorn,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1575
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,8,Offense,Catch,JLoskorn,C Cunnin,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1583
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,8,Offense,Catch,C Cunnin,RPurcell,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1588
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,8,Offense,Catch,RPurcell,JLoskorn,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1592
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,8,Offense,Catch,JLoskorn,C Cunnin,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1596
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,8,Offense,Catch,C Cunnin,K Henke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1602
2018-06-30 19:03,AUDL,Dallas Roughnecks,46,O,5,8,Cessation,EndOfFirstQuarter,,,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1619
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Defense,Pull,,,C Cunnin,4.385,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1798
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Defense,Throwaway,,,Anonymous,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1827
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Offense,Catch,MaBennet,C Cunnin,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1844
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Offense,Catch,C Cunnin,MaBennet,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1848
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Offense,Throwaway,MaBennet,Anonymous,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1852
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Defense,D,,,VRenshaw,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1882
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Offense,Catch,JLoskorn,M Cook,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,1994
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Offense,Catch,M Cook,K Henke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2002
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Offense,Catch,K Henke,P Starke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2005
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Offense,Catch,P Starke,K Henke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2008
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Offense,Throwaway,K Henke,Anonymous,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2015
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Defense,Throwaway,,,Anonymous,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2032
2018-06-30 19:03,AUDL,Dallas Roughnecks,250,D,6,8,Offense,Goal,M Cook,P Starke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2046
2018-06-30 19:03,AUDL,Dallas Roughnecks,104,D,6,9,Defense,Pull,,,MaBennet,5.953,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,2110
2018-06-30 19:03,AUDL,Dallas Roughnecks,104,D,6,9,Defense,Throwaway,,,Anonymous,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,2145
2018-06-30 19:03,AUDL,Dallas Roughnecks,104,D,6,9,Offense,Catch,MaBennet,M Biersc,,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,2154
2018-06-30 19:03,AUDL,Dallas Roughnecks,104,D,6,9,Offense,Catch,M Biersc,MaBennet,,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,2159
2018-06-30 19:03,AUDL,Dallas Roughnecks,104,D,6,9,Offense,Catch,MaBennet,M Biersc,,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,2162
2018-06-30 19:03,AUDL,Dallas Roughnecks,104,D,6,9,Offense,Throwaway,M Biersc,Anonymous,,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,2169
2018-06-30 19:03,AUDL,Dallas Roughnecks,104,D,6,9,Defense,Goal,,,Anonymous,,R Lewis,D Richar,EPollack,J Wolfe,M Biersc,MaBennet,E Moore,,,,,,,,,,,,,,,,,,,,,,2212
2018-06-30 19:03,AUDL,Dallas Roughnecks,26,O,6,10,Offense,Catch,JLoskorn,P Starke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2283
2018-06-30 19:03,AUDL,Dallas Roughnecks,26,O,6,10,Offense,Catch,P Starke,RPurcell,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2292
2018-06-30 19:03,AUDL,Dallas Roughnecks,26,O,6,10,Offense,Throwaway,RPurcell,Anonymous,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2296
2018-06-30 19:03,AUDL,Dallas Roughnecks,26,O,6,10,Defense,Goal,,,Anonymous,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2307
2018-06-30 19:03,AUDL,Dallas Roughnecks,77,O,6,11,Offense,Catch,C Vargas,MaBennet,,,J Zdrodo,VRenshaw,M Walter,C Cunnin,C Grimm,C Vargas,MaBennet,,,,,,,,,,,,,,,,,,,,,,2364
2018-06-30 19:03,AUDL,Dallas Roughnecks,77,O,6,11,Offense,Catch,MaBennet,C Cunnin,,,J Zdrodo,VRenshaw,M Walter,C Cunnin,C Grimm,C Vargas,MaBennet,,,,,,,,,,,,,,,,,,,,,,2374
2018-06-30 19:03,AUDL,Dallas Roughnecks,77,O,6,11,Offense,Catch,C Cunnin,VRenshaw,,,J Zdrodo,VRenshaw,M Walter,C Cunnin,C Grimm,C Vargas,MaBennet,,,,,,,,,,,,,,,,,,,,,,2378
2018-06-30 19:03,AUDL,Dallas Roughnecks,77,O,6,11,Offense,Catch,VRenshaw,C Cunnin,,,J Zdrodo,VRenshaw,M Walter,C Cunnin,C Grimm,C Vargas,MaBennet,,,,,,,,,,,,,,,,,,,,,,2381
2018-06-30 19:03,AUDL,Dallas Roughnecks,77,O,6,11,Offense,Catch,C Cunnin,C Vargas,,,J Zdrodo,VRenshaw,M Walter,C Cunnin,C Grimm,C Vargas,MaBennet,,,,,,,,,,,,,,,,,,,,,,2385
2018-06-30 19:03,AUDL,Dallas Roughnecks,77,O,6,11,Offense,Catch,C Vargas,MaBennet,,,J Zdrodo,VRenshaw,M Walter,C Cunnin,C Grimm,C Vargas,MaBennet,,,,,,,,,,,,,,,,,,,,,,2389
2018-06-30 19:03,AUDL,Dallas Roughnecks,77,O,6,11,Offense,Drop,MaBennet,C Cunnin,,,J Zdrodo,VRenshaw,M Walter,C Cunnin,C Grimm,C Vargas,MaBennet,,,,,,,,,,,,,,,,,,,,,,2398
2018-06-30 19:03,AUDL,Dallas Roughnecks,77,O,6,11,Defense,Goal,,,Anonymous,,J Zdrodo,VRenshaw,M Walter,C Cunnin,C Grimm,C Vargas,MaBennet,,,,,,,,,,,,,,,,,,,,,,2439
2018-06-30 19:03,AUDL,Dallas Roughnecks,24,O,6,12,Offense,Catch,RPurcell,JLoskorn,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,EPollack,A Walch,,,,,,,,,,,,,,,,,,,,,,2496
2018-06-30 19:03,AUDL,Dallas Roughnecks,24,O,6,12,Offense,Throwaway,JLoskorn,Anonymous,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,EPollack,A Walch,,,,,,,,,,,,,,,,,,,,,,2510
2018-06-30 19:03,AUDL,Dallas Roughnecks,24,O,6,12,Defense,Goal,,,Anonymous,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,EPollack,A Walch,,,,,,,,,,,,,,,,,,,,,,2518
2018-06-30 19:03,AUDL,Dallas Roughnecks,25,O,7,12,Offense,Catch,RPurcell,M Cook,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2704
2018-06-30 19:03,AUDL,Dallas Roughnecks,25,O,7,12,Offense,Catch,M Cook,JLoskorn,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2712
2018-06-30 19:03,AUDL,Dallas Roughnecks,25,O,7,12,Offense,Catch,JLoskorn,P Starke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2715
2018-06-30 19:03,AUDL,Dallas Roughnecks,25,O,7,12,Offense,Catch,P Starke,K Henke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2719
2018-06-30 19:03,AUDL,Dallas Roughnecks,25,O,7,12,Offense,Catch,K Henke,P Starke,,,K Henke,M Cook,RPurcell,P Starke,JLoskorn,C Cunnin,A Walch,,,,,,,,,,,,,,,,,,,,,,2722
