Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Young L,Chang,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,0
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Chang,Sabin Z,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,8
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Sabin Z,Chang,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,12
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Chang,Murphy N,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,16
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Murphy N,Chang,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,19
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Chang,Sabin Z,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,22
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Sabin Z,Zaccaro,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,25
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Zaccaro,Lin M,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,28
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Lin M,Murphy N,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,35
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Murphy N,Sabin Z,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,39
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Sabin Z,Young L,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,43
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Catch,Young L,Murphy N,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,47
2018-06-16 18:28,,San Francisco Flamethrowers,58,O,1,0,Offense,Goal,Murphy N,Lin M,,,Sabin Z,Murphy N,Chang,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,56
2018-06-16 18:28,,San Francisco Flamethrowers,67,D,1,1,Defense,Pull,,,Fein,,Moore,Hirning,Fein,Crawford,Lassett,Hammer D,Kharrazi,,,,,,,,,,,,,,,,,,,,,,110
2018-06-16 18:28,,San Francisco Flamethrowers,67,D,1,1,Defense,Throwaway,,,Anonymous,,Moore,Hirning,Fein,Crawford,Lassett,Hammer D,Kharrazi,,,,,,,,,,,,,,,,,,,,,,118
2018-06-16 18:28,,San Francisco Flamethrowers,67,D,1,1,Offense,Catch,Kharrazi,Lassett,,,Moore,Hirning,Fein,Crawford,Lassett,Hammer D,Kharrazi,,,,,,,,,,,,,,,,,,,,,,124
2018-06-16 18:28,,San Francisco Flamethrowers,67,D,1,1,Offense,Drop,Lassett,Hammer D,,,Moore,Hirning,Fein,Crawford,Lassett,Hammer D,Kharrazi,,,,,,,,,,,,,,,,,,,,,,129
2018-06-16 18:28,,San Francisco Flamethrowers,67,D,1,1,Defense,Goal,,,Anonymous,,Moore,Hirning,Fein,Crawford,Lassett,Hammer D,Kharrazi,,,,,,,,,,,,,,,,,,,,,,175
2018-06-16 18:28,,San Francisco Flamethrowers,59,O,2,1,Offense,Catch,Young L,Chang,,,Sabin Z,Chang,Surmani,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,223
2018-06-16 18:28,,San Francisco Flamethrowers,59,O,2,1,Offense,Catch,Chang,Stearns,,,Sabin Z,Chang,Surmani,Young L,Stearns,Lin M,Zaccaro,,,,,,,,,,,,,,,,,,,,,,231
