Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2018-04-21 18:29,AUDL,Philadelphia Phoenix,29,D,1,2,Defense,Goal,,,Anonymous,,Malik,Hibbert,Monfette,Joncas,Genest,Andre,Ceballos,,,,,,,,,,,,,,,,,,,,,,291,Field,0.352,0.085,Endzone A,0.424,0.792,yds,54.8,37.7,-39.7,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,15,O,2,2,Offense,OpponentPull,Anonymous,Anonymous,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,352,Endzone A,0.786,0.371,Field,0.913,0.587,yds,78.2,11.5,-77.3,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,15,O,2,2,Offense,Catch,Goderre,Steve,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,361,Field,0.927,0.568,Field,0.860,0.445,yds,8.5,6.5,5.4,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,15,O,2,2,Offense,Goal,Steve,Burden,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,365,Field,0.860,0.445,Endzone A,0.486,0.265,yds,79.6,9.6,79.1,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,61,D,2,3,Defense,Pull,,,Andre,,Charette,Lemieux,Krump,Monfette,Bisson,Gamache,Andre,,,,,,,,,,,,,,,,,,,,,,418,Endzone A,0.872,0.231,Field,0.645,0.931,yds,65.7,37.3,54.1,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,61,D,2,3,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Monfette,Bisson,Gamache,Andre,,,,,,,,,,,,,,,,,,,,,,441,Field,0.712,0.992,Field,0.489,0.677,yds,24.5,16.8,-17.9,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,61,D,2,3,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Monfette,Bisson,Gamache,Andre,,,,,,,,,,,,,,,,,,,,,,454,Field,0.489,0.677,Field,0.327,0.787,yds,14.2,5.8,-12.9,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,61,D,2,3,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Monfette,Bisson,Gamache,Andre,,,,,,,,,,,,,,,,,,,,,,458,Field,0.327,0.787,Field,0.332,0.431,yds,19.0,19.0,0.4,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,61,D,2,3,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Monfette,Bisson,Gamache,Andre,,,,,,,,,,,,,,,,,,,,,,463,Field,0.332,0.431,Field,0.231,0.707,yds,16.8,14.7,-8.1,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,61,D,2,3,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Monfette,Bisson,Gamache,Andre,,,,,,,,,,,,,,,,,,,,,,467,Field,0.231,0.707,Field,0.128,0.777,yds,9.0,3.7,-8.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,61,D,2,3,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Monfette,Bisson,Gamache,Andre,,,,,,,,,,,,,,,,,,,,,,472,Field,0.128,0.777,Field,0.038,0.890,yds,9.4,6.0,-7.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,61,D,2,3,Defense,Goal,,,Anonymous,,Charette,Lemieux,Krump,Monfette,Bisson,Gamache,Andre,,,,,,,,,,,,,,,,,,,,,,477,Field,0.038,0.890,Endzone A,0.762,0.919,yds,7.9,1.5,-7.8,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,37,O,3,3,Offense,OpponentPull,Anonymous,Anonymous,,,Big Mike,Malik,Vallee,Steve,Cabot,Goderre,Burden,,,,,,,,,,,,,,,,,,,,,,533,Endzone A,0.859,0.683,Field,0.869,0.806,yds,72.6,6.5,-72.3,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,37,O,3,3,Offense,Catch,Goderre,Steve,,,Big Mike,Malik,Vallee,Steve,Cabot,Goderre,Burden,,,,,,,,,,,,,,,,,,,,,,542,Field,0.950,0.787,Field,0.842,0.500,yds,17.6,15.3,8.6,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,37,O,3,3,Offense,Catch,Steve,Big Mike,,,Big Mike,Malik,Vallee,Steve,Cabot,Goderre,Burden,,,,,,,,,,,,,,,,,,,,,,546,Field,0.842,0.500,Field,0.687,0.221,yds,19.4,14.9,12.4,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,37,O,3,3,Offense,Catch,Big Mike,Steve,,,Big Mike,Malik,Vallee,Steve,Cabot,Goderre,Burden,,,,,,,,,,,,,,,,,,,,,,550,Field,0.687,0.221,Field,0.755,0.542,yds,17.9,17.1,-5.5,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,37,O,3,3,Offense,Catch,Steve,Vallee,,,Big Mike,Malik,Vallee,Steve,Cabot,Goderre,Burden,,,,,,,,,,,,,,,,,,,,,,554,Field,0.755,0.542,Field,0.614,0.608,yds,11.9,3.6,11.3,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,37,O,3,3,Offense,Catch,Vallee,Cabot,,,Big Mike,Malik,Vallee,Steve,Cabot,Goderre,Burden,,,,,,,,,,,,,,,,,,,,,,558,Field,0.614,0.608,Field,0.547,0.795,yds,11.3,10.0,5.3,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,37,O,3,3,Offense,Catch,Cabot,Steve,,,Big Mike,Malik,Vallee,Steve,Cabot,Goderre,Burden,,,,,,,,,,,,,,,,,,,,,,562,Field,0.547,0.795,Field,0.381,0.870,yds,13.8,4.0,13.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,37,O,3,3,Offense,Goal,Steve,Goderre,,,Big Mike,Malik,Vallee,Steve,Cabot,Goderre,Burden,,,,,,,,,,,,,,,,,,,,,,568,Field,0.381,0.870,Endzone A,0.407,0.271,yds,53.1,31.9,42.4,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,44,D,3,4,Defense,Pull,,,Joncas,,Charette,Lemieux,Krump,Joncas,Bisson,Gamache,Genest,,,,,,,,,,,,,,,,,,,,,,621,Endzone A,0.928,0.299,Field,0.944,0.233,yds,77.0,3.5,76.9,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,44,D,3,4,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Joncas,Bisson,Gamache,Genest,,,,,,,,,,,,,,,,,,,,,,625,Field,0.996,0.230,Field,0.747,0.112,yds,20.9,6.3,-19.9,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,44,D,3,4,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Joncas,Bisson,Gamache,Genest,,,,,,,,,,,,,,,,,,,,,,629,Field,0.747,0.112,Field,0.718,0.304,yds,10.5,10.2,-2.3,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,44,D,3,4,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Joncas,Bisson,Gamache,Genest,,,,,,,,,,,,,,,,,,,,,,633,Field,0.718,0.304,Field,0.820,0.121,yds,12.7,9.7,8.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,44,D,3,4,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Joncas,Bisson,Gamache,Genest,,,,,,,,,,,,,,,,,,,,,,637,Field,0.820,0.121,Field,0.562,0.139,yds,20.7,1.0,-20.7,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,44,D,3,4,Defense,OpponentCatch,,,Anonymous,,Charette,Lemieux,Krump,Joncas,Bisson,Gamache,Genest,,,,,,,,,,,,,,,,,,,,,,648,Field,0.562,0.139,Field,0.001,0.519,yds,49.2,20.3,-44.8,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,44,D,3,4,Defense,Goal,,,Anonymous,,Charette,Lemieux,Krump,Joncas,Bisson,Gamache,Genest,,,,,,,,,,,,,,,,,,,,,,663,Field,0.001,0.519,Endzone A,0.610,0.675,yds,11.5,8.3,-7.9,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Offense,OpponentPull,Anonymous,Anonymous,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,727,Endzone A,0.872,0.245,Field,0.909,0.554,yds,77.1,16.4,-75.3,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Offense,Catch,Goderre,Steve,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,736,Field,0.928,0.567,Field,0.754,0.344,yds,18.3,11.9,13.9,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Offense,Catch,Steve,Burden,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,740,Field,0.754,0.344,Field,0.573,0.214,yds,16.0,6.9,14.5,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Offense,Drop,Burden,Big Mike,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,752,Field,0.573,0.214,Endzone A,0.393,0.394,yds,58.8,9.6,58.0,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,OpponentCatch,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,762,Endzone A,0.793,0.406,Field,0.094,0.267,yds,13.8,7.4,-11.7,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,OpponentCatch,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,766,Field,0.094,0.267,Field,0.005,0.418,yds,10.8,8.1,7.1,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,OpponentCatch,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,770,Field,0.005,0.418,Endzone A,0.786,0.621,yds,11.8,10.9,4.7,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,OpponentCatch,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,776,Endzone A,0.786,0.621,Field,0.135,0.898,yds,21.1,14.7,-15.1,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,OpponentCatch,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,780,Field,0.135,0.898,Field,0.082,0.627,yds,15.0,14.4,4.3,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,OpponentCatch,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,784,Field,0.082,0.627,Field,0.205,0.829,yds,14.6,10.7,-9.9,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,OpponentCatch,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,790,Field,0.205,0.829,Field,0.145,0.438,yds,21.4,20.8,4.7,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,OpponentCatch,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,794,Field,0.145,0.438,Field,0.289,0.225,yds,16.1,11.4,-11.5,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,OpponentCatch,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,799,Field,0.289,0.225,Field,0.440,0.137,yds,13.0,4.7,-12.1,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,OpponentCatch,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,803,Field,0.440,0.137,Field,0.358,0.392,yds,15.1,13.6,6.6,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,D,,,Burden,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,811,Field,0.358,0.392,Field,0.711,0.206,yds,30.0,9.9,-28.3,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Offense,Catch,Burden,Cabot,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,817,Field,0.682,0.204,Field,0.517,0.150,yds,13.5,2.9,13.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Offense,Catch,Cabot,Burden,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,821,Field,0.517,0.150,Field,0.320,0.438,yds,22.0,15.4,15.8,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Offense,Catch,Anonymous,Steve,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,912,Field,0.320,0.438,Field,0.327,0.473,yds,1.9,1.8,-0.6,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Offense,Catch,Steve,Cabot,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,927,Field,0.327,0.473,Field,0.211,0.189,yds,17.7,15.1,9.3,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Offense,Catch,Cabot,Vallee,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,930,Field,0.211,0.189,Field,0.263,0.312,yds,7.7,6.5,-4.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Offense,Throwaway,Vallee,Anonymous,,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,934,Field,0.263,0.312,Field,0.393,0.631,yds,19.9,17.0,-10.4,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,215,O,3,5,Defense,Goal,,,Anonymous,,Big Mike,Vallee,Steve,Cabot,Goderre,Burden,Faber,Ceballos,,,,,,,,,,,,,,,,,,,,,940,Field,0.397,0.617,Endzone B,0.372,0.623,yds,55.7,0.3,-55.7,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,41,O,3,6,Offense,OpponentPull,Anonymous,Anonymous,,,Malik,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,998,Endzone B,0.017,0.644,Endzone A,0.928,0.292,yds,83.9,18.8,-81.8,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,41,O,3,6,Offense,Catch,Goderre,Steve,,,Malik,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,1006,Field,0.007,0.311,Field,0.087,0.523,yds,13.0,11.3,6.4,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,41,O,3,6,Offense,Catch,Steve,Goderre,,,Malik,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,1009,Field,0.087,0.523,Field,0.149,0.240,yds,15.9,15.0,5.0,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,41,O,3,6,Offense,Catch,Goderre,Malik,,,Malik,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,1013,Field,0.149,0.240,Field,0.337,0.217,yds,15.1,1.3,15.0,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,41,O,3,6,Offense,Catch,Malik,Vallee,,,Malik,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,1018,Field,0.337,0.217,Field,0.435,0.207,yds,7.9,0.5,7.8,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,41,O,3,6,Offense,Throwaway,Vallee,Anonymous,,,Malik,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,1023,Field,0.435,0.207,Field,0.715,0.293,yds,22.9,4.6,22.4,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,41,O,3,6,Defense,OpponentCatch,,,Anonymous,,Malik,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,1033,Field,0.691,0.299,Field,0.042,0.562,yds,53.8,14.0,-52.0,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,41,O,3,6,Defense,Goal,,,Anonymous,,Malik,Vallee,Steve,Cabot,Goderre,Burden,Faber,,,,,,,,,,,,,,,,,,,,,,1037,Field,0.042,0.562,Endzone A,0.528,0.800,yds,18.0,12.7,-12.8,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,23,O,4,6,Offense,OpponentPull,Anonymous,Anonymous,,,Malik,Hibbert,Monfette,Joncas,Genest,Andre,Ceballos,,,,,,,,,,,,,,,,,,,,,,1097,Endzone A,0.914,0.299,Field,0.881,0.345,yds,72.3,2.5,-72.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,23,O,4,6,Offense,Catch,Monfette,Genest,,,Malik,Hibbert,Monfette,Joncas,Genest,Andre,Ceballos,,,,,,,,,,,,,,,,,,,,,,1106,Field,0.909,0.373,Field,0.827,0.465,yds,8.2,5.0,6.6,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,23,O,4,6,Offense,Catch,Genest,Malik,,,Malik,Hibbert,Monfette,Joncas,Genest,Andre,Ceballos,,,,,,,,,,,,,,,,,,,,,,1110,Field,0.827,0.465,Field,0.681,0.610,yds,14.0,7.7,11.7,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,23,O,4,6,Offense,Catch,Malik,Andre,,,Malik,Hibbert,Monfette,Joncas,Genest,Andre,Ceballos,,,,,,,,,,,,,,,,,,,,,,1114,Field,0.681,0.610,Field,0.004,0.405,yds,55.2,10.9,54.1,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,23,O,4,6,Offense,Goal,Andre,Joncas,,,Malik,Hibbert,Monfette,Joncas,Genest,Andre,Ceballos,,,,,,,,,,,,,,,,,,,,,,1118,Field,0.004,0.405,Endzone A,0.593,0.673,yds,16.6,14.3,8.5,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,15,D,4,7,Defense,Pull,,,Hibbert,,Charette,Hibbert,Lemieux,Krump,Bisson,Gamache,Genest,,,,,,,,,,,,,,,,,,,,,,1176,Endzone A,0.828,0.308,Field,0.984,0.708,yds,84.9,21.3,82.1,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,15,D,4,7,Defense,OpponentCatch,,,Anonymous,,Charette,Hibbert,Lemieux,Krump,Bisson,Gamache,Genest,,,,,,,,,,,,,,,,,,,,,,1179,Field,0.998,0.635,Field,0.881,0.400,yds,15.6,12.5,-9.4,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,15,D,4,7,Defense,Goal,,,Anonymous,,Charette,Hibbert,Lemieux,Krump,Bisson,Gamache,Genest,,,,,,,,,,,,,,,,,,,,,,1189,Field,0.881,0.400,Endzone A,0.538,0.631,yds,80.6,12.3,-79.7,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,OpponentPull,Anonymous,Anonymous,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1246,Endzone A,0.876,0.258,Field,0.854,0.425,yds,71.3,8.9,-70.8,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,Catch,Goderre,Steve,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1255,Field,0.875,0.413,Field,0.819,0.532,yds,7.8,6.3,4.5,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,Catch,Steve,Goderre,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1259,Field,0.819,0.532,Field,0.758,0.779,yds,14.0,13.1,4.9,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,Catch,Goderre,Vallee,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1285,Field,0.758,0.779,Field,0.511,0.821,yds,19.9,2.3,19.8,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,Catch,Vallee,Big Mike,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1288,Field,0.511,0.821,Field,0.280,0.876,yds,18.7,2.9,18.5,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,Throwaway,Big Mike,Anonymous,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1292,Field,0.280,0.876,Field,0.039,0.783,yds,19.9,5.0,19.3,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Defense,Throwaway,,,Anonymous,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1298,Field,0.088,0.875,Endzone B,0.500,0.561,yds,84.6,16.8,-82.9,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,Catch,Goderre,Steve,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1315,Endzone B,0.169,0.473,Endzone B,0.428,0.740,yds,15.2,14.3,-5.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,Catch,Steve,Goderre,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1318,Endzone B,0.428,0.740,Field,0.938,0.802,yds,13.9,3.3,13.5,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,Catch,Goderre,Faber,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1322,Field,0.938,0.802,Field,0.637,0.752,yds,24.2,2.7,24.0,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,Catch,Faber,Steve,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1326,Field,0.637,0.752,Field,0.409,0.814,yds,18.5,3.3,18.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Offense,Throwaway,Steve,Anonymous,,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1331,Field,0.409,0.814,Endzone A,0.334,0.389,yds,51.3,22.7,46.1,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Defense,OpponentCatch,,,Anonymous,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1353,Endzone A,0.745,0.454,Field,0.039,0.781,yds,19.3,17.5,-8.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Defense,OpponentCatch,,,Anonymous,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1357,Field,0.039,0.781,Field,0.208,0.883,yds,14.6,5.5,-13.5,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Defense,OpponentCatch,,,Anonymous,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1360,Field,0.208,0.883,Field,0.214,0.496,yds,20.6,20.6,-0.4,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Defense,OpponentCatch,,,Anonymous,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1366,Field,0.214,0.496,Field,0.150,0.849,yds,19.5,18.8,5.1,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Defense,OpponentCatch,,,Anonymous,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1373,Field,0.150,0.849,Field,0.365,0.743,yds,18.1,5.7,-17.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Defense,OpponentCatch,,,Anonymous,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1488,Field,0.365,0.743,Field,0.329,0.899,yds,8.8,8.3,2.8,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Defense,OpponentCatch,,,Anonymous,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1491,Field,0.329,0.899,Field,0.252,0.593,yds,17.4,16.3,6.2,
2018-04-21 18:29,AUDL,Philadelphia Phoenix,339,O,4,8,Defense,OpponentCatch,,,Anonymous,,Vallee,Hibbert,Goderre,Monfette,Burden,Andre,Ceballos,Malik,Big Mike,Cabot,Steve,Joncas,Genest,Faber,,,,,,,,,,,,,,,1494,Field,0.252,0.593,Field,0.230,0.858,yds,14.3,14.2,1.8,
