Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2019-05-04 19:00,Audl,San Jose Spiders,38,D,0,1,Defense,Pull,,,Lissner,4.883,Theologi,Charles,Drum,Smith,Lissner,Padula,Steiner,,,,,,,,,,,,,,,,,,,,,,0
2019-05-04 19:00,Audl,San Jose Spiders,38,D,0,1,Defense,Goal,,,Anonymous,,Theologi,Charles,Drum,Smith,Lissner,Padula,Steiner,,,,,,,,,,,,,,,,,,,,,,36
2019-05-04 19:00,Audl,San Jose Spiders,46,O,0,2,Offense,Catch,Beatty,Ransom,,,Conniff,McDougal,Jimenez,Landesma,Beatty,Ransom,Bacon,,,,,,,,,,,,,,,,,,,,,,292
2019-05-04 19:00,Audl,San Jose Spiders,46,O,0,2,Offense,Catch,Ransom,McDougal,,,Conniff,McDougal,Jimenez,Landesma,Beatty,Ransom,Bacon,,,,,,,,,,,,,,,,,,,,,,301
2019-05-04 19:00,Audl,San Jose Spiders,46,O,0,2,Offense,Catch,McDougal,Bacon,,,Conniff,McDougal,Jimenez,Landesma,Beatty,Ransom,Bacon,,,,,,,,,,,,,,,,,,,,,,309
2019-05-04 19:00,Audl,San Jose Spiders,46,O,0,2,Offense,Drop,Bacon,Jimenez,,,Conniff,McDougal,Jimenez,Landesma,Beatty,Ransom,Bacon,,,,,,,,,,,,,,,,,,,,,,313
2019-05-04 19:00,Audl,San Jose Spiders,46,O,0,2,Defense,Goal,,,Anonymous,,Conniff,McDougal,Jimenez,Landesma,Beatty,Ransom,Bacon,,,,,,,,,,,,,,,,,,,,,,336
2019-05-04 19:00,Audl,San Jose Spiders,60,O,1,2,Offense,Catch,Beatty,Bacon,,,Weaver,Theodore,Beatty,Silverma,Santi,Gall,Bacon,,,,,,,,,,,,,,,,,,,,,,423
2019-05-04 19:00,Audl,San Jose Spiders,60,O,1,2,Offense,Catch,Bacon,Beatty,,,Weaver,Theodore,Beatty,Silverma,Santi,Gall,Bacon,,,,,,,,,,,,,,,,,,,,,,434
2019-05-04 19:00,Audl,San Jose Spiders,60,O,1,2,Offense,Catch,Beatty,Bacon,,,Weaver,Theodore,Beatty,Silverma,Santi,Gall,Bacon,,,,,,,,,,,,,,,,,,,,,,440
