Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Elapsed Time (secs),Begin Area,Begin X,Begin Y,End Area,End X,End Y,Distance Unit of Measure,Absolute Distance,Lateral Distance,Toward Our Goal Distance
2017-04-01 19:09,AUDL,Vancouver Riptide,58,O,1,0,Offense,Catch,Will C,Mario O,,,Donnie C,Khalif E,Bryson S,Will C,Adam S,Mario O,Mark B,,,,,,,,,,,,,,,,,,,,,,0
2017-04-01 19:09,AUDL,Vancouver Riptide,58,O,1,0,Offense,Catch,Mario O,Bryson S,,,Donnie C,Khalif E,Bryson S,Will C,Adam S,Mario O,Mark B,,,,,,,,,,,,,,,,,,,,,,8
2017-04-01 19:09,AUDL,Vancouver Riptide,58,O,1,0,Offense,Catch,Bryson S,Mario O,,,Donnie C,Khalif E,Bryson S,Will C,Adam S,Mario O,Mark B,,,,,,,,,,,,,,,,,,,,,,13
2017-04-01 19:09,AUDL,Vancouver Riptide,58,O,1,0,Offense,Catch,Mario O,Will C,,,Donnie C,Khalif E,Bryson S,Will C,Adam S,Mario O,Mark B,,,,,,,,,,,,,,,,,,,,,,17
2017-04-01 19:09,AUDL,Vancouver Riptide,58,O,1,0,Offense,Catch,Will C,Adam S,,,Donnie C,Khalif E,Bryson S,Will C,Adam S,Mario O,Mark B,,,,,,,,,,,,,,,,,,,,,,21
2017-04-01 19:09,AUDL,Vancouver Riptide,58,O,1,0,Offense,Catch,Adam S,Bryson S,,,Donnie C,Khalif E,Bryson S,Will C,Adam S,Mario O,Mark B,,,,,,,,,,,,,,,,,,,,,,25
2017-04-01 19:09,AUDL,Vancouver Riptide,58,O,1,0,Offense,Catch,Bryson S,Khalif E,,,Donnie C,Khalif E,Bryson S,Will C,Adam S,Mario O,Mark B,,,,,,,,,,,,,,,,,,,,,,29
2017-04-01 19:09,AUDL,Vancouver Riptide,58,O,1,0,Offense,Catch,Khalif E,Mark B,,,Donnie C,Khalif E,Bryson S,Will C,Adam S,Mario O,Mark B,,,,,,,,,,,,,,,,,,,,,,34
2017-04-01 19:09,AUDL,Vancouver Riptide,58,O,1,0,Offense,Catch,Mark B,Mario O,,,Donnie C,Khalif E,Bryson S,Will C,Adam S,Mario O,Mark B,,,,,,,,,,,,,,,,,,,,,,40
2017-04-01 19:09,AUDL,Vancouver Riptide,58,O,1,0,Offense,Catch,Mario O,Mark B,,,Donnie C,Khalif E,Bryson S,Will C,Adam S,Mario O,Mark B,,,,,,,,,,,,,,,,,,,,,,43
