Date,Name,Opponent,Goals,GoalsAgainst,Throws,Catches,Turnovers,Forced_Turns,AvgHangTime,AvgThrowsPerScore,CompletionPct,ThrowingPct,CatchingPct,Win
2017-06-30 19:08,vancouver_riptide,seattles_cascades,10,31,310,252,48,10,7.194333333333334,31.0,0.8129032258064516,0.8857142857142857,0.9692307692307692,0
2017-05-21 13:03,vancouver_riptide,sam_francisco_flamethrowers,20,33,287,228,47,12,5.971684210526316,14.35,0.794425087108014,0.8803680981595092,0.9661016949152542,0
2017-06-24 18:10,vancouver_riptide,la_aviators,20,21,246,193,38,15,5.524526315789474,12.3,0.7845528455284553,0.8848920863309353,0.9698492462311558,0
2017-04-01 19:09,vancouver_riptide,seattle_cascade,18,29,234,190,32,12,6.184111111111111,13.0,0.811965811965812,0.8931297709923665,0.979381443298969,0
2017-04-09 13:40,vancouver_riptide,laa_aviators,18,21,247,191,49,7,6.578538461538463,13.722222222222221,0.7732793522267206,0.8401360544217688,0.9896373056994818,0
2017-05-06 18:35,vancouver_riptide,san_diego_growlers,14,22,225,157,56,12,5.669999999999999,16.071428571428573,0.6977777777777778,0.8302583025830258,0.9401197604790419,0
2017-05-13 17:58,vancouver_riptide,san_diego_growlers,27,26,261,213,34,14,6.474181818181819,9.666666666666666,0.8160919540229885,0.8938356164383562,0.9861111111111112,1
2017-06-25 14:04,indianapolis_alleycats,pittsburgh_thunderbirds,16,18,260,187,59,14,4.4524,16.25,0.7192307692307692,0.8280254777070064,0.9739583333333334,0
2017-04-30 16:25,indianapolis_alleycats,@_pittsburgh_thunderbirds,25,26,259,212,32,15,5.141176470588236,10.36,0.8185328185328186,0.8993055555555556,0.986046511627907,0
2017-06-17 15:44,indianapolis_alleycats,vs._detroit_mechanix,23,21,229,147,66,16,10.684349999999998,9.956521739130435,0.6419213973799127,0.7896551724137931,0.9671052631578947,1
2017-04-02 16:27,indianapolis_alleycats,madison_radicals,19,24,240,195,36,9,6.83804761904762,12.631578947368421,0.8125,0.8888888888888888,0.9701492537313433,0
2017-04-22 18:01,indianapolis_alleycats,@_minnesota_wind_chill,16,26,251,192,45,14,7.314823529411764,15.6875,0.7649402390438247,0.8625429553264605,0.9746192893401016,0
2017-07-01 19:29,indianapolis_alleycats,vs_chicago_wildfire,30,24,187,157,20,10,10.524807692307693,6.233333333333333,0.839572192513369,0.9211822660098522,0.9751552795031055,1
2017-05-06 18:23,indianapolis_alleycats,@minnesota_windchill,25,28,213,171,34,8,6.706961538461538,8.52,0.8028169014084507,0.8729508196721312,0.9827586206896551,0
2017-04-08 19:32,indianapolis_alleycats,vs_detroit_mechanix,25,15,254,199,36,19,6.570208333333333,10.16,0.7834645669291339,0.8881118881118881,0.9802955665024631,1
2017-07-22 19:01,indianapolis_alleycats,@_chicago_wildfire,26,19,305,269,25,11,7.27424,11.73076923076923,0.8819672131147541,0.9298780487804879,0.992619926199262,1
2017-05-13 19:35,indianapolis_alleycats,v._madison_radicals,20,23,273,239,27,7,7.495950000000001,13.65,0.8754578754578755,0.9161073825503355,0.991701244813278,0
2017-07-23 12:04,indianapolis_alleycats,@_madison_radicals,21,22,289,235,41,13,9.802173913043477,13.761904761904763,0.8131487889273357,0.8892307692307693,0.9791666666666666,0
2017-07-14 18:38,indianapolis_alleycats,vs_minnesota_windchill,25,26,257,198,43,16,6.684666666666666,10.28,0.7704280155642024,0.8682432432432432,0.9801980198019802,0
2017-06-04 16:24,indianapolis_alleycats,vs_pittsburgh_thunderbirds,26,28,247,183,49,15,8.098739130434781,9.5,0.7408906882591093,0.8517241379310345,0.9682539682539683,0
2017-06-03 20:22,indianapolis_alleycats,@detroit_mechanix,32,23,254,203,35,16,6.509454545454545,7.9375,0.7992125984251969,0.8881118881118881,0.9854368932038835,1
2017-05-28 13:08,minnesota_wind_chill,chicago_wildfire,23,20,247,171,60,16,6.6631,10.73913043478261,0.6923076923076923,0.8344594594594594,0.9395604395604396,1
2017-05-13 22:30,minnesota_wind_chill,chicago_wildfire,20,17,225,179,33,13,4.764318181818182,11.25,0.7955555555555556,0.8858267716535433,0.9781420765027322,1
2017-07-09 14:02,minnesota_wind_chill,pittsburgh_thunderbirds,22,26,250,194,41,15,5.411478260869565,11.363636363636363,0.776,0.8680555555555556,0.9847715736040609,0
2017-05-06 17:32,minnesota_wind_chill,indianapolis_alleycats,28,25,318,276,33,9,5.390599999999999,11.357142857142858,0.8679245283018868,0.9137931034482759,0.989247311827957,1
2017-04-22 18:02,minnesota_wind_chill,indianapolis_alleycats,26,16,289,229,39,21,6.229476190476191,11.115384615384615,0.7923875432525952,0.8919753086419753,0.9828326180257511,1
2017-07-22 19:08,minnesota_wind_chill,pittsburgh_thunderbirds,19,13,271,208,44,19,5.938421052631579,14.263157894736842,0.7675276752767528,0.8856209150326797,0.9585253456221198,1
2017-05-14 12:52,minnesota_wind_chill,detroit_mechanix,22,19,261,187,53,21,5.449272727272727,11.863636363636363,0.7164750957854407,0.8474025974025974,0.9689119170984456,1
2017-07-08 14:57,minnesota_wind_chill,detroit_mechanix,31,17,226,146,51,29,2.946733333333333,7.290322580645161,0.6460176991150443,0.8278388278388278,0.9733333333333334,1
2017-08-04 19:36,minnesota_wind_chill,pittsburgh_thunderbirds,25,26,241,187,37,17,6.46113043478261,9.64,0.7759336099585062,0.8731884057971014,0.9894179894179894,0
2017-04-29 18:05,minnesota_wind_chill,madison_radicals,22,20,406,353,39,14,5.792411764705882,18.454545454545453,0.8694581280788177,0.918552036199095,0.9915730337078652,1
2017-05-20 19:36,minnesota_wind_chill,detroit_mechanix,26,17,254,178,56,20,5.298478260869566,9.76923076923077,0.7007874015748031,0.8410596026490066,0.956989247311828,1
2017-06-10 19:09,minnesota_wind_chill,madison_radicals,22,23,353,302,37,14,5.52868,16.045454545454547,0.8555240793201133,0.9168831168831169,0.9837133550488599,0
2017-07-01 18:46,minnesota_wind_chill,madison_radicals,13,21,380,330,43,7,5.518750000000001,29.23076923076923,0.868421052631579,0.9090909090909091,0.9850746268656716,0
2017-06-17 18:27,minnesota_wind_chill,chicago_wildfire,23,12,221,174,35,12,5.529277777777777,9.608695652173912,0.7873303167420814,0.86328125,1.0,1
2017-07-14 17:27,minnesota_wind_chill,indianapolis_alleycats,26,25,301,239,51,11,4.94248,11.576923076923077,0.7940199335548173,0.8775510204081632,0.9637096774193549,1
2017-07-15 19:06,jacksonville_cannons,nashville_nightwatch,33,24,316,273,23,20,6.421000000000001,9.575757575757576,0.8639240506329114,0.9432835820895522,0.9855595667870036,1
2017-04-30 13:03,jacksonville_cannons,austin_sol,30,22,283,217,51,15,5.279967741935484,9.433333333333334,0.7667844522968198,0.8628048780487805,0.9730941704035875,1
2017-04-01 19:07,jacksonville_cannons,nashville_nightwatch,40,23,230,187,30,13,5.598102564102564,5.75,0.8130434782608695,0.8914728682170543,0.9894179894179894,1
2017-04-15 19:05,jacksonville_cannons,raleigh_flyers,18,25,304,260,39,5,4.648000000000001,16.88888888888889,0.8552631578947368,0.8994082840236687,0.9811320754716981,0
2017-04-23 12:05,jacksonville_cannons,nashville_nightwatch,14,11,293,210,69,14,4.331230769230769,20.928571428571427,0.7167235494880546,0.8347578347578347,0.9502262443438914,1
2017-05-12 19:35,jacksonville_cannons,dallas_roughnecks,24,22,283,242,28,13,5.522791666666667,11.791666666666666,0.8551236749116607,0.9278688524590164,0.9758064516129032,1
2017-05-20 19:10,jacksonville_cannons,raleigh_flyers,20,21,289,248,33,8,6.478142857142857,14.45,0.8581314878892734,0.903125,0.992,0
2017-06-03 18:36,jacksonville_cannons,raleigh_flyers,26,27,330,308,16,6,7.01612,12.692307692307692,0.9333333333333333,0.9620991253644315,0.9903536977491961,0
2017-07-29 19:02,jacksonville_cannons,dallas_roughnecks,12,22,232,191,34,7,6.456,19.333333333333332,0.8232758620689655,0.8787878787878788,0.9896373056994818,0
2017-04-22 17:36,jacksonville_cannons,atlanta_hustle,27,25,281,241,37,3,5.503439999999999,10.407407407407407,0.8576512455516014,0.8892405063291139,0.9917695473251029,1
2017-06-24 19:58,jacksonville_cannons,raleigh_flyers,13,27,322,281,36,5,6.483833333333334,24.76923076923077,0.8726708074534162,0.9096045197740112,0.9859649122807017,0
2017-07-07 19:36,jacksonville_cannons,dallas_roughnecks,28,27,272,244,21,7,7.1652499999999995,9.714285714285714,0.8970588235294118,0.9379310344827586,0.9878542510121457,1
2017-07-08 19:07,jacksonville_cannons,austin_sol,31,27,340,301,26,13,6.918428571428571,10.96774193548387,0.8852941176470588,0.9366391184573003,0.9901315789473685,1
2017-06-10 19:08,jacksonville_cannons,atlanta_hustle,27,23,362,331,23,8,6.330333333333333,13.407407407407407,0.914364640883978,0.9427083333333334,0.9969879518072289,1
2017-05-27 18:59,jacksonville_cannons,atlanta_hustle,23,20,393,357,26,10,6.085636363636363,17.08695652173913,0.9083969465648855,0.9492753623188406,0.9861878453038674,1
2017-05-07 12:06,nashville_nightwatch,austin_sol,11,31,184,108,67,9,6.887142857142858,16.727272727272727,0.5869565217391305,0.7603305785123967,0.9230769230769231,0
2017-07-01 17:57,nashville_nightwatch,austin_sol,21,27,251,192,44,15,4.715,11.952380952380953,0.7649402390438247,0.8715277777777778,0.964824120603015,0
2017-07-14 20:28,nashville_nightwatch,atlanta_hustle,22,27,41,1,28,12,6.313458333333333,1.8636363636363635,0.024390243902439025,0.6307692307692307,0.2,0
2017-07-08 14:36,nashville_nightwatch,raleigh_flyers,14,24,272,215,48,9,10.364999999999998,19.428571428571427,0.7904411764705882,0.8553459119496856,0.9907834101382489,0
2017-04-23 12:05,nashville_nightwatch,jacksonville_cannons,11,14,229,146,75,8,4.1931111111111115,20.818181818181817,0.6375545851528385,0.7736486486486487,0.948051948051948,0
2017-07-15 19:06,nashville_nightwatch,jacksonville_cannons,24,33,265,225,30,10,6.203666666666666,11.041666666666666,0.8490566037735849,0.9233449477351916,0.9656652360515021,0
2017-05-06 19:02,nashville_nightwatch,dallas_roughnecks,23,32,286,234,42,10,5.800133333333333,12.434782608695652,0.8181818181818182,0.8909657320872274,0.970954356846473,0
2017-07-09 17:15,nashville_nightwatch,raleigh_flyers,26,31,272,225,38,9,3.496166666666666,10.461538461538462,0.8272058823529411,0.9006622516556292,0.9656652360515021,0
2017-06-10 19:00,nashville_nightwatch,raleigh_flyers,20,32,35,1,28,6,6.191954545454546,1.75,0.02857142857142857,0.5645161290322581,0.5,0
2017-05-13 19:00,nashville_nightwatch,atlanta_hustle,19,31,292,242,45,5,7.3170625000000005,15.368421052631579,0.8287671232876712,0.8795180722891566,0.979757085020243,0
2017-04-29 18:02,nashville_nightwatch,dallas_roughnecks,8,27,272,206,56,10,4.687625000000001,34.0,0.7573529411764706,0.8473520249221184,0.9671361502347418,0
2017-04-01 18:06,nashville_nightwatch,jacksoville_cannons,23,40,288,241,37,10,6.064833333333334,12.521739130434783,0.8368055555555556,0.9260450160771704,0.9450980392156862,0
2017-04-15 18:10,nashville_nightwatch,atlanta_hustle,27,37,311,270,37,4,6.268521739130436,11.518518518518519,0.8681672025723473,0.9067055393586005,0.9818181818181818,0
2017-06-03 18:06,nashville_nightwatch,austin_sol,24,28,314,271,32,11,5.81836,13.083333333333334,0.8630573248407644,0.9127906976744186,0.9926739926739927,0
2017-07-08 16:04,detroit_mechanix,minnesota_wind_chill,17,31,297,219,65,13,6,17.470588235294116,0.7373737373737373,0.8366197183098592,0.9690265486725663,0
2017-06-18 16:01,detroit_mechanix,madison_radicals,11,21,345,285,51,9,3.1852857142857145,31.363636363636363,0.8260869565217391,0.8846153846153846,0.979381443298969,0
2017-07-01 16:00,detroit_mechanix,pittsburgh_thunderbirds,14,22,317,240,61,16,6,22.642857142857142,0.7570977917981072,0.8590785907859079,0.963855421686747,0
2017-05-14 12:59,detroit_mechanix,minnesota_wind_chill,19,22,252,174,55,23,7.057,13.263157894736842,0.6904761904761905,0.8289473684210527,0.9830508474576272,0
2017-05-21 13:03,detroit_mechanix,chicago_wildfire,12,22,297,191,94,12,6,24.75,0.6430976430976431,0.7795275590551181,0.9502487562189055,0
